Item,Text,Sentiment,Trend,Source,Volume,Price Change,Category
Rice,Rice production is steady.,0.9,down,Social Media,985,-6%,Technology
Fruit,Fruit production is decreasing.,0.5,down,Market Analysis,1711,-2%,Technology
Wheat,Wheat prices are dropping.,0.2,neutral,Social Media,1969,0%,Commodity
Coffee,Coffee market is steady.,0.3,neutral,Government Report,1979,0%,Manufacturing
Milk,Milk prices are increasing.,0.2,down,News Website,573,-3%,Agriculture
Sugar,Sugar demand is rising.,0.9,up,News Website,619,1%,Agriculture
Wheat,Wheat market is stable.,0.7,neutral,Market Analysis,1370,0%,Technology
Fruit,Fruit market is fluctuating.,0.6,neutral,News Website,1431,0%,Agriculture
Electronics,Electronics sales are down.,0.4,up,Government Report,1406,6%,Manufacturing
Electronics,Electronics market is growing.,0.5,up,Government Report,1243,3%,Manufacturing
Tea,Tea demand is stable.,0.6,up,News Website,1345,7%,Technology
Coffee,Coffee prices are volatile.,0.6,down,Government Report,546,-7%,Manufacturing
Tea,Tea prices are on the rise.,0.7,neutral,Government Report,725,0%,Manufacturing
Fruit,Fruit market is fluctuating.,0.2,neutral,Social Media,845,0%,Commodity
Wheat,Wheat prices are dropping.,0.7,neutral,Social Media,1792,0%,Agriculture
Wheat,Wheat market is stable.,0.6,neutral,Social Media,1270,0%,Commodity
Corn,Corn production is high.,0.5,neutral,News Website,1587,0%,Commodity
Electronics,Electronics prices are declining.,0.7,up,Government Report,1925,9%,Manufacturing
Electronics,Electronics prices are declining.,0.6,neutral,Government Report,540,0%,Technology
Sugar,Sugar prices are volatile.,0.2,down,News Website,1401,-3%,Agriculture
Sugar,Sugar market is stable.,0.7,down,Social Media,1048,-1%,Agriculture
Wheat,Wheat prices are dropping.,0.5,up,News Website,665,8%,Technology
Fruit,Fruit demand is steady.,0.3,neutral,News Website,1376,0%,Technology
Tea,Tea production is stable.,0.8,up,Government Report,1965,2%,Technology
Corn,Corn production is lower than expected.,0.3,neutral,News Website,548,0%,Agriculture
Tea,Tea production is stable.,0.7,down,News Website,1929,-2%,Technology
Wheat,Wheat production is high.,0.9,neutral,Government Report,1939,0%,Agriculture
Fruit,Fruit demand is steady.,0.8,down,Market Analysis,1773,-7%,Technology
Tea,Tea production is stable.,0.5,down,Government Report,793,-7%,Commodity
Fruit,Fruit prices are going up.,0.9,up,Market Analysis,1565,2%,Commodity
Oil,Oil prices are fluctuating.,0.2,neutral,News Website,1157,0%,Agriculture
Fruit,Fruit market is fluctuating.,0.7,down,News Website,700,-7%,Technology
Tea,Tea demand is stable.,0.5,neutral,News Website,635,0%,Agriculture
Electronics,Electronics market is growing.,0.3,neutral,Market Analysis,1864,0%,Commodity
Sugar,Sugar prices are increasing.,0.8,neutral,Social Media,726,0%,Commodity
Rice,Rice market is unstable.,0.3,down,Market Analysis,553,-2%,Agriculture
Oil,Oil market is recovering.,0.5,up,Market Analysis,1132,5%,Agriculture
Electronics,Electronics market is growing.,0.2,down,Social Media,1947,-5%,Technology
Corn,Corn prices are steady.,0.5,down,Social Media,1684,-8%,Technology
Wheat,Wheat prices are dropping.,0.2,neutral,Government Report,746,0%,Technology
Sugar,Sugar prices are increasing.,0.7,neutral,Market Analysis,1152,0%,Technology
Coffee,Coffee market is steady.,0.6,neutral,Market Analysis,1678,0%,Agriculture
Electronics,Electronics sales are down.,0.8,down,Government Report,1628,-2%,Manufacturing
Electronics,Electronics sales are booming.,0.6,neutral,News Website,1601,0%,Technology
Wheat,Wheat market is stable.,0.6,up,Social Media,1806,5%,Manufacturing
Electronics,Electronics sales are down.,0.2,neutral,Government Report,1273,0%,Manufacturing
Corn,Corn production is high.,0.3,neutral,News Website,1088,0%,Commodity
Oil,Oil prices are dropping.,0.2,neutral,Government Report,508,0%,Technology
Corn,Corn market is stable.,0.2,up,Government Report,959,9%,Manufacturing
Milk,Milk production is high.,0.4,up,Market Analysis,746,6%,Agriculture
Oil,Oil market is recovering.,0.4,down,Social Media,928,-4%,Technology
Tea,Tea production is stable.,0.5,neutral,Market Analysis,1319,0%,Manufacturing
Fruit,Fruit prices are going up.,0.7,up,News Website,1910,6%,Technology
Sugar,Sugar market is stable.,0.2,neutral,News Website,516,0%,Technology
Fruit,Fruit prices are going up.,0.3,up,Market Analysis,1147,9%,Manufacturing
Electronics,Electronics sales are booming.,0.8,neutral,News Website,1661,0%,Technology
Electronics,Electronics sales are booming.,0.5,up,Social Media,1856,6%,Commodity
Electronics,Electronics sales are down.,0.6,neutral,Social Media,1085,0%,Agriculture
Electronics,Electronics sales are down.,0.2,neutral,Social Media,940,0%,Agriculture
Corn,Corn prices are steady.,0.8,neutral,Market Analysis,1157,0%,Manufacturing
Milk,Milk production is high.,0.5,down,Market Analysis,1970,-5%,Commodity
Milk,Milk market is fluctuating.,0.3,neutral,Government Report,1075,0%,Agriculture
Fruit,Fruit production is decreasing.,0.5,neutral,Government Report,1602,0%,Commodity
Corn,Corn production is high.,0.3,down,Social Media,1899,-4%,Commodity
Oil,Oil prices are dropping.,0.9,down,Market Analysis,1249,-1%,Agriculture
Sugar,Sugar demand is rising.,0.9,neutral,Social Media,982,0%,Commodity
Coffee,Coffee prices are decreasing.,0.7,up,News Website,878,9%,Commodity
Tea,Tea prices are on the rise.,0.2,up,Government Report,1401,4%,Agriculture
Wheat,Wheat prices are expected to rise.,0.5,up,Market Analysis,1219,1%,Commodity
Sugar,Sugar market is stable.,0.2,up,Government Report,1254,7%,Commodity
Fruit,Fruit market is fluctuating.,0.8,down,Social Media,1095,-3%,Manufacturing
Milk,Milk market is fluctuating.,0.4,down,News Website,1288,-1%,Manufacturing
Tea,Tea production is stable.,0.2,down,Government Report,1184,-2%,Agriculture
Milk,Milk market is fluctuating.,0.8,down,Market Analysis,1853,-2%,Technology
Fruit,Fruit market is fluctuating.,0.7,up,Government Report,1187,8%,Technology
Tea,Tea market is growing.,0.2,down,Government Report,1824,-2%,Manufacturing
Corn,Corn prices are steady.,0.6,neutral,Market Analysis,595,0%,Commodity
Milk,Milk prices are steady.,0.8,neutral,News Website,1973,0%,Agriculture
Sugar,Sugar prices are increasing.,0.9,neutral,Market Analysis,1683,0%,Agriculture
Wheat,Wheat market is stable.,0.6,neutral,Market Analysis,1987,0%,Technology
Oil,Oil prices are dropping.,0.8,down,Market Analysis,1479,-1%,Manufacturing
Wheat,Wheat market is stable.,0.7,down,Government Report,503,-8%,Agriculture
Milk,Milk market is fluctuating.,0.8,down,News Website,1004,-1%,Agriculture
Fruit,Fruit prices are going up.,0.2,neutral,Government Report,999,0%,Technology
Coffee,Coffee prices are decreasing.,0.7,up,News Website,1117,5%,Technology
Wheat,Wheat market is stable.,0.5,neutral,Social Media,889,0%,Technology
Sugar,Sugar market is stable.,0.8,up,Social Media,1236,6%,Technology
Coffee,Coffee prices are decreasing.,0.2,up,Social Media,543,5%,Commodity
Sugar,Sugar prices are volatile.,0.3,up,Social Media,1729,3%,Commodity
Coffee,Coffee market is steady.,0.4,up,News Website,1136,3%,Technology
Fruit,Fruit demand is steady.,0.8,neutral,Government Report,1097,0%,Technology
Electronics,Electronics prices are declining.,0.5,neutral,Social Media,1669,0%,Agriculture
Sugar,Sugar prices are increasing.,0.4,up,Social Media,993,3%,Technology
Electronics,Electronics market is growing.,0.5,up,Market Analysis,1947,9%,Manufacturing
Tea,Tea production is stable.,0.8,up,Social Media,1841,3%,Agriculture
Fruit,Fruit prices are going up.,0.9,down,Market Analysis,1267,-1%,Manufacturing
Coffee,Coffee prices are decreasing.,0.9,down,Social Media,1645,-6%,Commodity
Tea,Tea demand is stable.,0.6,down,Market Analysis,1576,-7%,Agriculture
Wheat,Wheat production is high.,0.6,down,Market Analysis,572,-1%,Agriculture
Tea,Tea prices are on the rise.,0.6,up,Government Report,1883,8%,Agriculture
Rice,Rice prices are increasing.,0.3,up,News Website,1772,3%,Manufacturing
Tea,Tea market is growing.,0.4,up,Government Report,628,3%,Agriculture
Milk,Milk market is fluctuating.,0.9,up,Government Report,526,7%,Commodity
Sugar,Sugar prices are volatile.,0.3,neutral,Government Report,830,0%,Commodity
Corn,Corn prices are steady.,0.4,neutral,Social Media,1200,0%,Commodity
Oil,Oil market is recovering.,0.8,up,Government Report,1388,3%,Technology
Fruit,Fruit demand is steady.,0.9,up,Market Analysis,1661,6%,Commodity
Milk,Milk market is fluctuating.,0.5,down,Market Analysis,1358,-6%,Commodity
Coffee,Coffee production is increasing.,0.4,neutral,News Website,738,0%,Manufacturing
Tea,Tea prices are on the rise.,0.5,neutral,Market Analysis,1733,0%,Technology
Milk,Milk prices are increasing.,0.2,up,News Website,1989,9%,Manufacturing
Coffee,Coffee prices are volatile.,0.6,up,Government Report,954,7%,Commodity
Sugar,Sugar prices are volatile.,0.4,down,Market Analysis,685,-7%,Technology
Tea,Tea demand is stable.,0.3,neutral,News Website,1231,0%,Agriculture
Corn,Corn market is stable.,0.8,down,Government Report,1904,-2%,Technology
Oil,Oil prices are dropping.,0.4,up,Government Report,1358,3%,Commodity
Coffee,Coffee prices are decreasing.,0.9,up,News Website,1285,2%,Technology
Milk,Milk prices are increasing.,0.3,down,Market Analysis,1087,-9%,Agriculture
Sugar,Sugar prices are volatile.,0.7,up,Social Media,846,9%,Agriculture
Corn,Corn market is stable.,0.8,up,Social Media,1213,3%,Manufacturing
Milk,Milk market is fluctuating.,0.3,neutral,Government Report,1857,0%,Agriculture
Tea,Tea demand is stable.,0.4,neutral,News Website,1513,0%,Technology
Rice,Rice prices are fluctuating.,0.8,neutral,News Website,1940,0%,Manufacturing
Electronics,Electronics market is growing.,0.5,up,News Website,866,7%,Technology
Tea,Tea prices are on the rise.,0.3,neutral,Market Analysis,1769,0%,Manufacturing
Corn,Corn production is lower than expected.,0.2,down,Government Report,1511,-1%,Agriculture
Oil,Oil prices are fluctuating.,0.7,up,Market Analysis,767,8%,Commodity
Milk,Milk prices are increasing.,0.6,neutral,News Website,1257,0%,Agriculture
Corn,Corn production is lower than expected.,0.8,down,News Website,1180,-2%,Agriculture
Corn,Corn production is high.,0.8,neutral,Market Analysis,625,0%,Agriculture
Fruit,Fruit prices are going up.,0.5,down,Government Report,1944,-4%,Manufacturing
Sugar,Sugar prices are volatile.,0.3,neutral,News Website,1995,0%,Agriculture
Tea,Tea production is stable.,0.8,up,Market Analysis,1088,3%,Manufacturing
Sugar,Sugar demand is rising.,0.3,neutral,Social Media,1984,0%,Commodity
Sugar,Sugar market is stable.,0.2,neutral,Government Report,1967,0%,Agriculture
Coffee,Coffee market is steady.,0.7,neutral,Government Report,1583,0%,Manufacturing
Fruit,Fruit production is decreasing.,0.4,down,News Website,1792,-8%,Manufacturing
Milk,Milk prices are steady.,0.6,down,Government Report,1805,-2%,Manufacturing
Milk,Milk prices are increasing.,0.3,up,Market Analysis,1660,7%,Commodity
Corn,Corn production is lower than expected.,0.3,down,News Website,1561,-8%,Manufacturing
Electronics,Electronics prices are declining.,0.9,up,Government Report,1802,7%,Agriculture
Fruit,Fruit market is fluctuating.,0.8,up,Market Analysis,1168,3%,Technology
Coffee,Coffee prices are decreasing.,0.4,up,News Website,1860,6%,Commodity
Rice,Rice market is unstable.,0.2,down,News Website,1255,-8%,Manufacturing
Sugar,Sugar market is stable.,0.8,up,Social Media,1284,3%,Technology
Corn,Corn production is lower than expected.,0.5,down,Market Analysis,758,-9%,Agriculture
Milk,Milk production is high.,0.8,neutral,Government Report,928,0%,Technology
Sugar,Sugar prices are increasing.,0.2,down,News Website,736,-2%,Commodity
Milk,Milk prices are steady.,0.9,up,Government Report,714,2%,Agriculture
Electronics,Electronics sales are down.,0.7,up,Government Report,1826,4%,Manufacturing
Tea,Tea prices are on the rise.,0.7,up,Government Report,1680,6%,Technology
Electronics,Electronics prices are declining.,0.5,up,Market Analysis,1917,6%,Technology
Rice,Rice prices are increasing.,0.8,up,Market Analysis,1402,4%,Technology
Tea,Tea demand is stable.,0.6,up,Social Media,1013,6%,Commodity
Corn,Corn prices are steady.,0.2,neutral,Social Media,936,0%,Technology
Milk,Milk prices are increasing.,0.9,down,Market Analysis,1615,-5%,Commodity
Electronics,Electronics sales are booming.,0.9,down,Market Analysis,1713,-4%,Manufacturing
Electronics,Electronics sales are booming.,0.3,down,Social Media,837,-5%,Technology
Coffee,Coffee production is increasing.,0.4,down,Social Media,1232,-1%,Technology
Rice,Rice market is unstable.,0.7,neutral,Government Report,1522,0%,Agriculture
Sugar,Sugar prices are volatile.,0.8,up,Government Report,600,6%,Technology
Tea,Tea prices are on the rise.,0.2,neutral,Government Report,1259,0%,Agriculture
Tea,Tea production is stable.,0.2,neutral,Government Report,1832,0%,Agriculture
Coffee,Coffee prices are volatile.,0.3,neutral,Market Analysis,500,0%,Agriculture
Sugar,Sugar market is stable.,0.9,up,News Website,1288,6%,Agriculture
Tea,Tea production is stable.,0.8,neutral,Government Report,519,0%,Technology
Fruit,Fruit market is fluctuating.,0.8,down,Social Media,1420,-1%,Manufacturing
Tea,Tea production is stable.,0.4,up,Social Media,1484,9%,Commodity
Coffee,Coffee prices are volatile.,0.3,down,Market Analysis,1060,-8%,Commodity
Corn,Corn production is high.,0.6,down,News Website,1173,-6%,Technology
Rice,Rice market is unstable.,0.7,up,Market Analysis,1857,3%,Agriculture
Rice,Rice market is unstable.,0.6,up,Government Report,697,2%,Technology
Sugar,Sugar demand is rising.,0.2,down,Market Analysis,737,-8%,Manufacturing
Oil,Oil prices are fluctuating.,0.3,up,Market Analysis,1379,4%,Commodity
Oil,Oil demand is increasing.,0.3,down,Social Media,1717,-6%,Manufacturing
Electronics,Electronics sales are down.,0.6,neutral,News Website,1895,0%,Technology
Oil,Oil prices are fluctuating.,0.4,neutral,Government Report,1286,0%,Commodity
Coffee,Coffee production is increasing.,0.8,up,Market Analysis,886,3%,Agriculture
Fruit,Fruit prices are going up.,0.8,neutral,News Website,527,0%,Agriculture
Milk,Milk prices are steady.,0.2,down,Social Media,636,-2%,Manufacturing
Electronics,Electronics sales are down.,0.5,neutral,Government Report,1439,0%,Commodity
Electronics,Electronics market is growing.,0.3,neutral,Government Report,1665,0%,Technology
Fruit,Fruit demand is steady.,0.6,down,News Website,1614,-3%,Agriculture
Oil,Oil market is recovering.,0.6,down,Market Analysis,1496,-9%,Agriculture
Milk,Milk market is fluctuating.,0.2,down,Government Report,1022,-2%,Agriculture
Corn,Corn market is stable.,0.2,down,Government Report,1786,-6%,Technology
Oil,Oil prices are fluctuating.,0.5,up,News Website,1969,2%,Manufacturing
Tea,Tea production is stable.,0.6,down,Market Analysis,950,-3%,Manufacturing
Wheat,Wheat prices are dropping.,0.5,down,Social Media,1154,-7%,Technology
Corn,Corn production is lower than expected.,0.9,down,Government Report,1807,-9%,Technology
Tea,Tea production is stable.,0.8,up,Market Analysis,1290,2%,Manufacturing
Fruit,Fruit market is fluctuating.,0.8,down,Market Analysis,1593,-1%,Commodity
Fruit,Fruit market is fluctuating.,0.6,neutral,Market Analysis,1321,0%,Technology
Sugar,Sugar market is stable.,0.4,neutral,Social Media,1474,0%,Agriculture
Electronics,Electronics sales are down.,0.5,up,News Website,1146,6%,Agriculture
Oil,Oil prices are fluctuating.,0.2,up,Government Report,1479,8%,Manufacturing
Tea,Tea production is stable.,0.4,down,Government Report,949,-9%,Commodity
Coffee,Coffee production is increasing.,0.7,down,Government Report,1821,-1%,Technology
Electronics,Electronics sales are down.,0.3,up,Social Media,1410,4%,Commodity
Sugar,Sugar prices are increasing.,0.9,down,News Website,1523,-2%,Agriculture
Oil,Oil market is recovering.,0.8,neutral,Social Media,989,0%,Technology
Electronics,Electronics prices are declining.,0.4,up,Social Media,864,8%,Commodity
Coffee,Coffee prices are decreasing.,0.2,neutral,Social Media,1793,0%,Technology
Electronics,Electronics prices are declining.,0.2,down,News Website,1192,-8%,Agriculture
Rice,Rice prices are fluctuating.,0.2,neutral,Social Media,1850,0%,Technology
Electronics,Electronics sales are down.,0.6,down,Social Media,1253,-9%,Commodity
Corn,Corn prices are steady.,0.3,down,Social Media,860,-8%,Agriculture
Coffee,Coffee prices are volatile.,0.6,neutral,Social Media,1745,0%,Agriculture
Sugar,Sugar prices are volatile.,0.7,neutral,Government Report,627,0%,Technology
Corn,Corn prices are steady.,0.5,neutral,Government Report,1255,0%,Commodity
Milk,Milk market is fluctuating.,0.2,up,News Website,1442,7%,Commodity
Corn,Corn prices are steady.,0.2,up,Market Analysis,500,2%,Commodity
Coffee,Coffee market is steady.,0.5,up,Market Analysis,568,5%,Manufacturing
Fruit,Fruit demand is steady.,0.8,up,Market Analysis,1455,7%,Technology
Milk,Milk prices are steady.,0.8,down,Market Analysis,1856,-8%,Agriculture
Electronics,Electronics sales are down.,0.7,neutral,Market Analysis,1332,0%,Manufacturing
Tea,Tea prices are on the rise.,0.5,up,News Website,1967,9%,Commodity
Coffee,Coffee prices are volatile.,0.3,up,Social Media,1901,1%,Agriculture
Sugar,Sugar demand is rising.,0.7,up,Market Analysis,744,6%,Commodity
Milk,Milk prices are steady.,0.5,up,Social Media,1625,2%,Technology
Tea,Tea demand is stable.,0.6,neutral,News Website,1058,0%,Technology
Tea,Tea prices are on the rise.,0.4,up,News Website,717,8%,Commodity
Rice,Rice prices are increasing.,0.5,down,Government Report,1860,-9%,Manufacturing
Fruit,Fruit prices are going up.,0.2,neutral,Social Media,575,0%,Commodity
Rice,Rice market is unstable.,0.9,neutral,Government Report,888,0%,Agriculture
Electronics,Electronics market is growing.,0.9,up,Market Analysis,651,2%,Commodity
Oil,Oil demand is increasing.,0.2,down,News Website,1733,-3%,Manufacturing
Oil,Oil market is recovering.,0.3,down,Social Media,1632,-6%,Agriculture
Sugar,Sugar market is stable.,0.2,neutral,Market Analysis,1104,0%,Commodity
Corn,Corn prices are steady.,0.6,up,News Website,784,2%,Manufacturing
Sugar,Sugar prices are volatile.,0.9,down,Government Report,981,-6%,Technology
Corn,Corn market is stable.,0.7,neutral,News Website,1488,0%,Commodity
Tea,Tea prices are on the rise.,0.8,neutral,News Website,1749,0%,Commodity
Sugar,Sugar prices are volatile.,0.5,down,Market Analysis,1037,-1%,Technology
Coffee,Coffee prices are decreasing.,0.4,up,Government Report,1500,4%,Manufacturing
Rice,Rice prices are fluctuating.,0.5,neutral,Market Analysis,1155,0%,Commodity
Wheat,Wheat production is high.,0.5,down,Social Media,1295,-1%,Commodity
Sugar,Sugar prices are increasing.,0.7,neutral,Social Media,1624,0%,Technology
Sugar,Sugar prices are volatile.,0.5,neutral,News Website,1475,0%,Manufacturing
Fruit,Fruit demand is steady.,0.2,down,Government Report,599,-1%,Commodity
Corn,Corn production is lower than expected.,0.8,neutral,News Website,1248,0%,Manufacturing
Rice,Rice market is unstable.,0.8,down,News Website,1288,-4%,Agriculture
Tea,Tea market is growing.,0.4,neutral,News Website,1709,0%,Manufacturing
Sugar,Sugar market is stable.,0.8,down,Market Analysis,745,-9%,Commodity
Tea,Tea market is growing.,0.8,neutral,Government Report,934,0%,Commodity
Sugar,Sugar prices are increasing.,0.4,neutral,Government Report,1075,0%,Manufacturing
Sugar,Sugar prices are volatile.,0.9,neutral,Market Analysis,706,0%,Agriculture
Electronics,Electronics prices are declining.,0.6,neutral,News Website,1069,0%,Agriculture
Milk,Milk prices are steady.,0.3,down,News Website,1819,-2%,Manufacturing
Wheat,Wheat production is high.,0.7,neutral,Government Report,1291,0%,Manufacturing
Fruit,Fruit market is fluctuating.,0.8,neutral,News Website,1648,0%,Agriculture
Milk,Milk prices are increasing.,0.3,down,Government Report,1417,-1%,Manufacturing
Coffee,Coffee prices are volatile.,0.8,down,News Website,1789,-9%,Commodity
Milk,Milk prices are increasing.,0.8,down,News Website,1582,-5%,Technology
Rice,Rice prices are fluctuating.,0.2,down,Government Report,725,-8%,Manufacturing
Fruit,Fruit demand is steady.,0.7,neutral,News Website,1112,0%,Commodity
Wheat,Wheat production is high.,0.8,neutral,Social Media,1481,0%,Agriculture
Electronics,Electronics sales are down.,0.9,neutral,News Website,1768,0%,Technology
Fruit,Fruit production is decreasing.,0.7,down,Market Analysis,854,-8%,Manufacturing
Milk,Milk prices are steady.,0.2,up,Government Report,682,9%,Agriculture
Oil,Oil market is recovering.,0.7,up,News Website,1565,3%,Technology
Tea,Tea market is growing.,0.3,down,News Website,1622,-5%,Technology
Rice,Rice market is unstable.,0.8,down,Government Report,1315,-8%,Commodity
Oil,Oil market is recovering.,0.7,neutral,Government Report,1770,0%,Manufacturing
Corn,Corn prices are steady.,0.9,up,News Website,1031,8%,Agriculture
Fruit,Fruit production is decreasing.,0.7,neutral,Market Analysis,1509,0%,Commodity
Rice,Rice market is unstable.,0.5,up,Government Report,530,1%,Technology
Oil,Oil market is recovering.,0.3,down,Market Analysis,503,-8%,Agriculture
Fruit,Fruit demand is steady.,0.9,neutral,Social Media,721,0%,Manufacturing
Rice,Rice market is unstable.,0.3,down,Social Media,1668,-6%,Manufacturing
Rice,Rice market is unstable.,0.7,neutral,Social Media,1992,0%,Agriculture
Wheat,Wheat prices are dropping.,0.4,neutral,Market Analysis,1947,0%,Technology
Wheat,Wheat prices are dropping.,0.7,neutral,Market Analysis,1151,0%,Technology
Fruit,Fruit prices are going up.,0.7,neutral,Market Analysis,991,0%,Commodity
Electronics,Electronics sales are down.,0.5,down,Government Report,1195,-4%,Commodity
Tea,Tea production is stable.,0.8,neutral,Social Media,596,0%,Agriculture
Tea,Tea demand is stable.,0.5,up,Social Media,884,5%,Agriculture
Wheat,Wheat prices are expected to rise.,0.6,down,Government Report,626,-9%,Commodity
Oil,Oil prices are fluctuating.,0.6,neutral,Government Report,1764,0%,Manufacturing
Electronics,Electronics market is growing.,0.2,up,News Website,1298,2%,Commodity
Oil,Oil demand is increasing.,0.3,neutral,Market Analysis,1043,0%,Commodity
Electronics,Electronics sales are booming.,0.3,neutral,Market Analysis,877,0%,Technology
Fruit,Fruit demand is steady.,0.2,up,Market Analysis,1642,3%,Technology
Oil,Oil prices are dropping.,0.9,up,News Website,1549,3%,Commodity
Coffee,Coffee production is increasing.,0.7,neutral,News Website,1452,0%,Agriculture
Rice,Rice production is steady.,0.8,down,Government Report,944,-1%,Agriculture
Oil,Oil prices are fluctuating.,0.7,up,Social Media,1646,8%,Agriculture
Corn,Corn market is stable.,0.2,up,News Website,1278,9%,Technology
Corn,Corn production is high.,0.6,up,Government Report,1136,9%,Agriculture
Milk,Milk prices are increasing.,0.5,down,Government Report,1401,-7%,Technology
Rice,Rice prices are fluctuating.,0.2,up,Government Report,1097,4%,Commodity
Corn,Corn market is stable.,0.3,neutral,Social Media,519,0%,Manufacturing
Fruit,Fruit prices are going up.,0.3,neutral,Market Analysis,598,0%,Technology
Oil,Oil prices are fluctuating.,0.7,up,Market Analysis,1158,2%,Commodity
Coffee,Coffee prices are decreasing.,0.7,neutral,News Website,1574,0%,Manufacturing
Tea,Tea demand is stable.,0.9,up,Government Report,1602,1%,Agriculture
Sugar,Sugar demand is rising.,0.8,up,Market Analysis,1133,7%,Manufacturing
Electronics,Electronics prices are declining.,0.4,up,Government Report,1385,9%,Agriculture
Wheat,Wheat prices are dropping.,0.9,down,Market Analysis,586,-6%,Agriculture
Electronics,Electronics prices are declining.,0.7,down,News Website,755,-8%,Manufacturing
Sugar,Sugar demand is rising.,0.6,neutral,Social Media,648,0%,Manufacturing
Oil,Oil prices are fluctuating.,0.5,up,Government Report,541,1%,Manufacturing
Tea,Tea demand is stable.,0.4,neutral,Government Report,872,0%,Manufacturing
Oil,Oil prices are fluctuating.,0.5,up,Social Media,1319,1%,Technology
Rice,Rice production is steady.,0.5,neutral,Market Analysis,715,0%,Manufacturing
Fruit,Fruit market is fluctuating.,0.5,up,News Website,1378,5%,Manufacturing
Coffee,Coffee market is steady.,0.2,up,Market Analysis,1035,9%,Agriculture
Coffee,Coffee market is steady.,0.8,up,Government Report,1765,2%,Commodity
Wheat,Wheat prices are dropping.,0.7,up,Government Report,1133,6%,Agriculture
Tea,Tea production is stable.,0.6,neutral,News Website,1583,0%,Manufacturing
Milk,Milk production is high.,0.6,neutral,Market Analysis,1770,0%,Commodity
Wheat,Wheat market is stable.,0.2,down,Government Report,1964,-5%,Manufacturing
Fruit,Fruit production is decreasing.,0.9,up,Market Analysis,1727,2%,Commodity
Fruit,Fruit production is decreasing.,0.5,up,News Website,895,8%,Manufacturing
Milk,Milk prices are increasing.,0.3,down,Social Media,704,-8%,Agriculture
Coffee,Coffee market is steady.,0.2,up,Social Media,1021,7%,Commodity
Tea,Tea production is stable.,0.5,down,News Website,1239,-9%,Manufacturing
Rice,Rice prices are fluctuating.,0.5,down,Market Analysis,663,-1%,Agriculture
Coffee,Coffee market is steady.,0.3,up,Social Media,1636,3%,Manufacturing
Coffee,Coffee production is increasing.,0.7,up,Social Media,1192,8%,Technology
Fruit,Fruit market is fluctuating.,0.9,up,News Website,716,5%,Commodity
Tea,Tea prices are on the rise.,0.4,neutral,Market Analysis,1572,0%,Manufacturing
Oil,Oil market is recovering.,0.3,down,Market Analysis,1564,-8%,Technology
Oil,Oil market is recovering.,0.3,neutral,Market Analysis,1279,0%,Technology
Coffee,Coffee production is increasing.,0.5,up,News Website,877,2%,Manufacturing
Tea,Tea prices are on the rise.,0.3,neutral,Social Media,1706,0%,Commodity
Coffee,Coffee prices are decreasing.,0.7,down,Government Report,846,-9%,Commodity
Sugar,Sugar prices are volatile.,0.8,down,News Website,689,-4%,Manufacturing
Oil,Oil prices are fluctuating.,0.3,up,Social Media,941,3%,Manufacturing
Milk,Milk prices are steady.,0.2,up,Government Report,1194,3%,Commodity
Milk,Milk production is high.,0.9,up,Social Media,1263,6%,Commodity
Rice,Rice prices are fluctuating.,0.5,up,Market Analysis,985,8%,Agriculture
Wheat,Wheat prices are dropping.,0.2,up,Government Report,1076,3%,Commodity
Tea,Tea production is stable.,0.8,down,News Website,1662,-5%,Agriculture
Fruit,Fruit demand is steady.,0.7,neutral,Market Analysis,1055,0%,Commodity
Oil,Oil prices are dropping.,0.3,neutral,Government Report,1721,0%,Manufacturing
Sugar,Sugar market is stable.,0.4,neutral,News Website,1909,0%,Agriculture
Tea,Tea production is stable.,0.7,neutral,Social Media,989,0%,Technology
Wheat,Wheat prices are expected to rise.,0.6,up,Social Media,706,5%,Technology
Oil,Oil market is recovering.,0.5,neutral,Government Report,582,0%,Manufacturing
Sugar,Sugar prices are volatile.,0.3,down,Market Analysis,1238,-3%,Manufacturing
Oil,Oil prices are dropping.,0.7,up,Government Report,777,3%,Commodity
Fruit,Fruit market is fluctuating.,0.7,neutral,Social Media,838,0%,Technology
Sugar,Sugar prices are increasing.,0.8,down,News Website,886,-9%,Technology
Rice,Rice prices are fluctuating.,0.3,up,News Website,1623,3%,Agriculture
Oil,Oil market is recovering.,0.8,up,News Website,1752,9%,Manufacturing
Corn,Corn market is stable.,0.7,neutral,Social Media,1012,0%,Technology
Rice,Rice production is steady.,0.7,down,News Website,1665,-9%,Commodity
Corn,Corn prices are steady.,0.6,neutral,Market Analysis,1815,0%,Manufacturing
Milk,Milk market is fluctuating.,0.8,neutral,Social Media,1114,0%,Technology
Oil,Oil market is recovering.,0.2,up,Government Report,889,7%,Technology
Milk,Milk market is fluctuating.,0.6,up,Social Media,1485,5%,Technology
Corn,Corn production is high.,0.4,up,Social Media,1300,5%,Agriculture
Tea,Tea market is growing.,0.8,up,Social Media,1194,6%,Commodity
Electronics,Electronics prices are declining.,0.4,down,News Website,1176,-4%,Technology
Milk,Milk prices are increasing.,0.6,neutral,News Website,592,0%,Commodity
Oil,Oil prices are dropping.,0.8,up,News Website,1089,9%,Manufacturing
Fruit,Fruit prices are going up.,0.3,down,Government Report,775,-4%,Agriculture
Corn,Corn market is stable.,0.9,down,Government Report,849,-3%,Agriculture
Coffee,Coffee prices are decreasing.,0.5,neutral,Market Analysis,1746,0%,Technology
